Entry,Interacts with
Q13547,Q14865; Q9C0K0; Q9HCU9; Q6PH81; Q14839; P68400; Q9UER7; Q92841-4; P17844; Q9UJW3; Q01094; Q66K89; Q96KQ7; Q96D98; Q99684; Q13227; P62805; P51610; Q92769; P43355; Q9UIS9; O95983; Q8N108; Q13330; O94776; Q9Y618; P19838; P06748; Q15466; Q9NQX1; Q96N64; P06400; Q09028; Q16576; Q9UKL0; Q04206; O00422; Q96ST3; Q9NP50; O95863; P08047; O43463; P04637; Q05516; O95365; Q92618; P29128
P60953,O95477; P25054; P52565; Q9UQB8; Q9UQB8-4; P60953; Q5VT25; Q00587; Q00587-2; O14613; Q8WUI4-6; P46940; Q5S007; Q16584; Q96L34; Q13153; Q13177; O96013; Q9P286; Q9NQU5; Q9NPB6; Q9BYG5; Q9BYG4; P41743; Q92963; P42768; O00401; Q9VEX9; Q61036; Q9JK83; A0A0H3NA16; O30916; O52623; O08816; Q15811; Q07960; Q14155; Q9UQB8; Q9UQB8-4; O75914; Q8TCU6; Q07912; Q9R8E4; Q64096
Q6GTX8,P29350
P27487,P51671; P02778; O14625; P19875; Q07325; P27487; P01275; Q14416; P01282; P56658; A0A2R4KP93; K0BRG7; K9N5Q8; R9UQ53
P16070,P04233; P26038; Q9UPY5; P18011
P08247,P05067; P53365; O75155; O95971; Q9NR28; O95363; P39905-3; Q9UBD0; P42858; Q8TAC2; P13473-2; Q9C0E8-2; Q9NQG6; Q96C03-3; Q6IN84; Q96E11; Q96E29; Q9HB07; Q9ULP0-2; Q96AL5; Q9UKF7-2; O60664; Q96T60; P30405; O75127; P43378; Q8N0V3; Q9Y371; Q9H0W8; Q13596; Q9NZD8; O60225-2; Q96DR4; Q8WY91; Q13885; A0A384ME17; Q96P53; Q9Y4P8-4
P17948,P22681; P46109; P49763; P27986; Q12913; P15692; P15692-4; PRO_0000391621 [P98160]; PRO_0000391622 [P98160]
P12273,P50570-2; O14656-2
Q9Y275,P55060; Q14974; O14836
O60675,Q9BYV9; Q16236
Q86WV6,Q96A33; Q96DZ9-2; P39656; O95786-1; Q16666; P09914; P09913; P51617; O95214; O94822; Q7Z434; Q7Z434-1; Q96N66; Q9Y342; Q96HR9-2; O95470; B2RUZ4; P43308; P42226; Q86WV6; P46977; Q13190; O15260; Q9UHD2; Q9NZ01; Q9NV29; Q9BWQ6; PRO_0000283876 [P0C6X5]; PRO_0000037311 [P0C6X7]; P03255; PRO_0000037575 [P27958]; PRO_0000045601 [Q99IB8]
P20963,P49407; Q99700-5; P20963; P16333; Q9Y2R2; O60880; P43403; P47774
O60869,P03372; P42858; P50222; Q13133; O00482; P37231; P03495; P20226; Q04752
P11836,O00590; Q13520; Q9HA82; Q86T13; Q96BA8; Q5JX71; Q96P31-6; Q5T7V8; O15529; Q8NBQ5; Q7Z5P4; P16871; Q8N6L0; A8MZ59; Q5SR56; Q15546; P11836; Q9H2K0; Q9BRK0; Q9H6H4; Q6ZMZ0; Q99942; Q14973; Q3KNW5; P54219-3; Q9NQQ7-3; Q8WY91; A0PK05; Q6ZT21; Q9Y320; Q5TGU0
P18428,P23560-2; Q13162
Q96C74,Q86UN6; P24588; O43687-2; Q9BXY8; Q96C74; Q86UC2; Q15506
O15118,Q03135; P61916; P87666; X5HMX4; P0DTC9
P10599,P01023; P12814; P31749; X5D778; P23560-2; P42574; Q92905; Q96D03; G5E9A7; P50570-2; P00533; P19883; P04406; P14136; P07900; Q8WXH2; Q14114-3; Q99683; P51608; Q9Y605; Q99836; P19404; Q9GZT8; P37198; P32119; P18031; Q9UJW9; Q9NZD8; Q7Z699; Q9BXU3; Q12933; Q9H3M7; D0ZRB2
P15941,P00519; P00533; P08581; P15941-7; Q08AM2; O60242; Q15848; Q86W74-2; P02652; P05067-2; P29972; P41181; Q92482; Q9H2C2; Q92843; Q6PL45-2; Q8WVV5; P06681; O14523; Q06432; Q9P0B6; Q08722-3; P19397; P34810; Q8N6F1-2; P56747; Q8NHS1; Q96FZ5; Q4VAQ0; Q8N6G5; Q07325; O43169; P78329; P56851; Q9BV81; P54852; O75355-2; Q9UKR5; P01350; P39905-3; Q9Y3E0; Q9NPR9; Q9HCP6; O60725; Q9Y5U4; P11215; Q969L2; Q13021; Q9P0N8; Q6N075; P30301; Q96S97; O95167; Q99519; Q92982; Q9NZG7; Q16617; Q8N912; Q8NH19; Q6TCH4; P26678; P60201-2; Q8IY26; P54315; Q59EV6; P30405; Q96AA3; Q02161-2; Q8TAC9; Q9Y6D0; Q8N6R1; P11686; Q8IWU4; Q969S0; Q6ICL7; Q9NVC3; Q9NRQ5; B2RUZ4; Q9NZ01; P07204; Q9BZW4; P17152; A0PK00; Q9BTD3; Q5BJH2-2; Q9BVK8; Q9Y6G1; Q9P0S9; Q14656; Q8NBD8; Q9BU79; Q8N2M4; Q8N661; Q5BJF2; Q9Y2Y6; O14763; Q8N609; Q5BVD1; Q53HI1; O95183; Q9BQB6; Q8IVQ6; P17676
O14980,O15392; Q08211; P04626; P22736; P35232; P61925; O95149; P04637; P63104; P04618; Q9WMX2
P19438,P28799; Q969G6; Q13546; P01375; Q15628; Q969G6
Q9Y6K5,Q7L2E3; P56537; Q8IY81; Q12894; Q7Z434
P00488,Q8WXK3-2; Q9BXL8; Q96MX0; Q99944; Q6NXG1; Q6NXG1-3; Q96GL9; Q14005-2; Q9Y2M5; Q6DKI2; Q6P4D5-2; P19388; Q6ZMI0-5; Q8WZ73-3; Q2NKQ1-4; O15273; O60830; Q8IUR5-4; O60636; Q9NZC7-5; Q96EF9; Q7Z783
P12104,O95994; Q9NYB0
Q16584,P60953; P35240; P70218; PRO_0000045602 [Q99IB8]
P24941,P20248; O95067; P24385; P24864; O96020; P51946; P50613; P38936; P46527; Q16667; P61024; Q09472; Q969H0-4; P22607; Q14957; P06396; P01112; Q9Y6K9; O95835; Q8TD08; P06400; Q9BY12; Q9UQR0; Q9UQR0-1; Q9UBI4; Q96PU4; P30274; P51943; P03129; Q08619
P43489,P23510
Q96DA2,Q08379; Q96T51; O14972; Q8IUH5
P27918,P0C7Q2; Q9H503-2; Q8IYR0; Q92496-1; Q92496-3; PRO_0000023526 [P02741]; A8MQ03; Q5TD97; O75344; P57678; Q9Y223-2; Q96MH2; P49639; Q7L273; Q2WGJ6; Q8IUC1; P59991; Q9BYR8; Q3LI66; Q5T7P2; Q17RB8; Q9UJV3-2; P05164; Q9HC98-4; Q86UR1-2; O43741; Q6P9E2; Q92922; Q99932-2; O75716; O95231; Q9Y3S2; Q96IQ9; Q8C567; O76036; Q8C567
A0A0S2Z515,Q15645
P14136,Q9NYB9-2; Q6H8Q1-8; P00352; P63010-2; Q06481-5; Q8N6T3-3; Q9Y575-3; Q96FT7-4; P21281; Q8TBE0; Q9UQB8-6; O75934; Q13490; Q8WUW1; Q5SZD1; P62158; Q9BWT7; P29466-3; Q96HB5; A0A1B0GWI1; Q2TAC2-2; P24863; Q9UJX2; Q16543; Q8IYR0; Q8IUI8; Q8WUE5; P35222; Q2TBE0; Q9UBU7; Q5TDH0-2; P35638; P17661; Q14689-3; Q96EY1-3; Q92782-2; Q6UXG2-3; Q9H0I2; Q7L775; Q13216-2; Q96DF8; Q9UBQ6; Q9Y247; O15287; Q53R41; Q9Y261-2; P06241-3; P14136; Q08379; Q13322-4; Q71DI3; Q8N7T0; P61978; P42858; Q12891; Q8NDH6-2; Q8IY31-2; Q14005-2; Q8NA54; Q92613; Q8WXH2; Q6ZU52; Q5T5P2-6; Q9BVG8-5; Q9Y2M5; A1A4E9; P13646; P19012; P08727; Q7Z3Y8; Q15323; Q14525; Q6A163; Q14847-2; Q96BZ8; Q96PV6; Q8TCE9; Q6DKI2; P25791; Q8TBB1; Q1L5Z9; Q14693; Q9BX40-2; Q13387-4; P45984; Q96EZ8; Q8N6F8; O94851; A4FUJ8; Q15049; P00540; Q9Y3D2; Q9Y483-4; A2RUH7; Q96A32; Q6N069-4; Q99457; O76041; I6L9F6; P07196; Q9HC98-4; Q8NI38; Q12986; Q9Y239; Q6X4W1-6; Q96HA8; O43809; Q9UBU9; Q3SX64; Q96FW1; Q6GQQ9-2; Q16549; O00151; Q96HC4; Q5T2W1; P16284; O15534; Q96FX8; Q5T6S3; O75928; O75928-2; Q8WWB5; P27986-2; Q9Y446; Q6P1J6-2; Q96PV4; P00491; Q96I34; Q96T49; Q6NYC8; Q6ZMI0-5; P57729; Q96QF0-7; P20339; Q9NS23-4; P50749; Q8WWW0-2; Q8NHQ8-2; Q8TCX5; P35398; Q6ZNE9; Q8N488; Q8N6K7-2; Q8IYX7; Q9BY12-3; Q96HL8; O95391; Q12824; Q96GM5; Q96DI7; Q13573; Q9UM82; Q8NHS9; Q8IUW3; Q7Z699; Q7Z698; Q9NRP7; Q9BR01-2; Q9H7C4; Q5VWN6; Q8IYX1; Q9NU19; O15273; Q9UBB9; Q9NVV9; Q08117; Q96B77; Q13829; O60784-2; Q05BL1; P14373; Q86WT6-2; Q99598; Q5VYS8-5; P10599; P57075-2; Q7KZS0; O00124; Q14694; P08670; P58304; Q9GZS3; Q9BRX9; O76024; Q9NZC7-5; P07947; Q53FD0; Q53FD0-2; Q8WW38; Q9H4I2-2; Q9BRR0; Q9Y2L8; P17023; P17024; Q9UNY5; Q9NR11-2; Q86VK4-3; Q9C0F3; Q8N0Y2-2; Q96MN9-2; O60304; Q7Z3I7; Q9P0T4; Q8N720; Q6NX45; P10073; O15535; Q86V28
Q8IUX4,Q8IUX4
P49137,Q00613; P04792; Q16539; Q9QWH1; P47811
P49366,P49366; P63241; Q9GZV4; Q8TBB1; P27361; Q6FHY5; Q9GZT8; Q96HA8; Q6ZVK8; P26367; Q9HD43; O00194; P09455; Q04864; Q04864-2; P32969; Q7L8A9; P52744; P52744-2
P53539,P21549; P15336; Q9BU64; Q02930-3; Q9UIA0; Q9H0I2; Q8WU58; Q86YD7; Q9BZS1; Q9BZE0; P17275; O43639; Q14511-2; Q16236; B7ZLY0; O43189; Q7Z3K3; P78424; Q01974; Q96A09; Q08117-2; O43711; Q14119; Q96K80
Q06520,Q9GZT8; P40763; O43704
Q495A1,Q15762; P21145; Q92692; Q9NQS3; Q96NY8; Q9Y342; P15151; Q495A1
Q01523,Q6FHY5; Q9BYF1
P42768,Q9P2A4; Q92624; Q06187; P60953; Q14247; P08631; O43639; Q8WV41; Q9Y5X1; O94875; P11387; P57075-2; P42768; O43516; O43516-4; P0DJ88; P08103
Q8WUM4,Q9Y5K6; Q53EZ4; Q9BY43; Q9H444; Q96CF2; P06241; P08631; P17931; O75340; Q9D8B3; P03347; P69730; P09022; Q90VU7; PRO_0000308465 [P29991]
P02786,P02768; Q13520; Q3SXY8; P07307-3; Q96HA4-2; Q96BA8; Q5JX71; Q96KR6; P02794; O00258; Q8TDT2; Q30201; Q30201-1; P31937; Q8TAF8; Q9GZY8-5; O14880; O75459; Q86WH2; Q8NC24; Q96TC7; O43765; Q9P0V3; Q14973; P54219-3; P02787; P02786; A5K736
Q9NZ71,Q96T76
P45984,P49407; P32121; P15336; P0C671; O95561; Q6P1W5; Q8N7E2; Q13042; Q9C0F1; Q13363-2; O43602-2; Q8N9I9; Q9Y6W6; Q9BY84; Q13115; Q5JST6; Q9H0I2; P14136; Q9NYA3; O15499; Q8IYA8; Q13352; Q9P2G9-2; O00505; Q96JM7; Q96JM7-2; Q9UBR4-2; Q8TBB1; Q8N448; Q9Y250; Q96EZ8; Q86YW9; P50221; Q5VWP3-2; Q5HYW2; Q02548; Q9BYU1; Q9NRD5; P78424; P37231; Q96S79; Q2I0M5; Q8IYX7; O00560; Q15427; P34896; A2RU48; P40763; Q8TDR4; Q8IYF3; Q8IYF3-3; O43379; Q53FD0-2; P52744; Q9BR84; O43257; P40763
Q8N157,O43184; Q8N157; P50570; P54257; O15259
P60484,P35226; P30260; Q9P0U4; Q16643; P42685; O60307; Q9Y6Q9; P46934; P09619; Q9NRD5; P62136; Q06830; P60484; O14745; Q15599; O43791; Q62696; O88382; Q9JK71; Q9R1L5; Q60592; Q9JHL1; Q19T08; Q5T2D3; P60484-1; Q93009
P28300,O95967; P15502; Q9UBX5; P35555; Q15262; Q07507; PRO_0000007541 [P01133]; P02751; PRO_0000390479 [P02751]; P00747; P21980
P49591,Q6DHV7-2; P09525; Q96FT7-4; Q8TAB7; P38936; Q9Y4F5-3; A0A024RCP2; A0A0C4DGV4; Q92615; A6NJ78-4; Q8N2H9-4; O15534; Q14181; P79522; Q9NS23-4; Q9NUC0; O14544; Q7Z6I5; Q496A3; Q9UH65; Q7Z7C8-2; Q8N0U2; Q9NX94; Q9BRR0; Q9BYN7-2
P42345,P31749; Q07817-1; Q8TB45; Q13541; P62942; Q8WUA4; Q9BVC4; Q9BVC4-1; Q13615; P42345; Q9Y4G2; Q8TCU6; P62820; Q15382; Q6R327; Q8N122; Q96EB6; Q92544; Q8NHX9; O75385
Q9NQX0,Q9NYB9-2; P21549; O43865; Q49AR9; P29972; Q03989; Q8N5M1; O95817; Q9H503-2; Q8N9N5-2; Q9NX04; O43439-4; Q9HC52; Q96HB5; Q2TAC2-2; Q8TD31-3; Q9UK58; Q8IYX8; P10606; P33240; Q14241; Q9H0I2; Q9NQT4; Q7L5A3; Q86YD7; Q14192; Q9NU39; O43559; Q9C0B1-2; Q8TAE8; P55040; O95872; A8MXD5; P31273; Q14005-2; Q8NA54; Q63ZY3; Q92993; Q7L273; Q9BVG8-5; P25800; P25791-3; Q17RB8; Q8TDC0; O43639; Q9HC98-4; Q8NI38; Q9HBE1-4; Q8WWB5; Q9NQX0; P54646; Q13882; P47897; O75771; Q9HAT0; Q06455-2; Q9UPU9-3; O75716; Q9Y4C2-2; Q8WW24; Q08117-2; Q14142; Q53H54; Q9BZW7; Q3SY00; Q96PN8; Q5W5X9-3; P57075-2; Q70EL1-9; Q68DK2-5
P68871,P69905; Q6B0K9; P09105; P02008
Q13526,Q9NYB9; Q9NYB9-2; Q6UY14-3; P78563; Q96IF1; A2BDD9; Q4VCS5-2; Q6AI12; P05067; P05067-4; P85298-4; D3DTR7; Q03989; Q86V38; Q99728-1; Q9H165-2; P38398-1; Q9H0E9-2; Q3SXR2; P35520; Q8NA61; Q8NA61-2; Q494R4-2; Q52MB2; Q16204; A6NC98; Q15131; Q53EZ4; Q8TAP6; Q969H4; O75553; O75553-5; Q16254; O43281-2; P41212; O00167-2; Q5TD97; P01100; P15407; Q12951-2; O15353; O15409; Q9BTY2; P08151; Q9UKD1; Q08379; A6NEM1; Q8TDT2; Q96MH2; Q8IX15-3; P49639; Q13422; Q13422-7; Q9UKT9; Q8NBZ0; P51617; Q96AA8; Q96MP8-2; Q9BVG8-5; Q15323; O76011; O76014; O76015; Q6A162; P60371; P60409; P60410; P60411; Q9BYR5; P26371; P80188; Q02750; P41279; Q99750; P50221; P50222; Q6FHY5; P55198; Q5JR59; Q5JR59-3; P01106; P13349; Q15742; Q9NZQ3-3; Q9HC98; Q9H3P2; Q9HD90; Q15233; Q15233-2; P46531; Q92570; Q8NFH5; P37198; P26367; P40424; Q9NR12; Q9UPG8; Q9H7P9; Q8ND90; Q96M27; P04049; Q7Z5J4; Q99708-2; Q8NC74; Q93062; Q9H0X6; Q13950; Q8N9R8; Q96KG9-4; P59797; Q13342; Q9BWW4; Q9BWG4; A1L4H1; Q9BR01; O00267; Q8N5C8; Q99081-3; P15884; P0C1Z6; Q9BT49; Q15025; Q63HR2; P04637; Q9H3D4; Q13077; Q12933; P14373; Q15654; Q9Y3Q8; Q9UHD9; Q14CS0; O43829; Q8N680; O15209; B2RXF5; O15156; Q96C00; Q8NF64; Q8NF64-2; Q8NF64-3; Q9NWS9-2; Q6P9G9; Q8TF50; Q9H5H4; Q6ZMS7-2; A0A384NQ31; P31424-2; Q3UVX5; P31938; Q63932; Q80Z64-1
P31391,P35346
Q7Z6L0,Q13520; Q9NZD1; Q5SR56; Q3KNW5; Q71RC9; Q96MV1
P0DMM9,Q5VWX1; Q9GZT8; P34896
Q14653,Q92793; Q9Y3R0; Q14164; P10914; Q14653; P05161; P52292; O60684; Q9Y5Q3; P67775; P06400; P28749; O14730; O43765; Q9UHD2; PRO_0000037311 [P0C6X7]
P15813,Q12959
Q9BZW4,Q3SXY8; Q9BXK5; Q5JX71; P31937; P48051; P15941-11; P15151; Q9NY72; Q8WWF3; Q9BZW4; Q96Q45-2
P07355,P07355; P00533; Q15811-1; P10636-8; P40692; P12004; Q8NBP7; Q9NUX5; P60903; Q15599; Q14508; P75409; P15363; B7UM99; Q7DB77; PRO_0000045602 [Q99IB8]
P01583,P29466; PRO_0000004522 [P29466]; O00165; P27930; O60684; P50222
Q9BZL4,Q9UI12; Q7RTU4; Q9NX04; Q8N715; Q08426; O60645; Q9NV31; Q9UBU9; Q96I25; P84022; Q69YQ0; Q96FV9; Q9H2K2; Q8N6Y0; Q9NX04; Q96I25
P14222,A8MQ03; P10144; Q15323; P0DPK4; P14222
Q9HBE4,Q12797-6
Q14289,P05067; P06241; O15259; O75161; Q7L0Q8; P12931
Q15020,Q15287; Q6ZNG0; Q9NQZ8; F5HFL9
P15529,P01024; P78504; Q8TD06; Q86W74-2; O60883; Q12837; Q9UEU0
P61626,P61626
Q9BX66,P00519; O15265; P42858; O15357; Q13177; Q6NSK7; P39052; A0A061I5T4; Q8WWV3
P01574,P40855
P29323,P07333; P54764; Q15375; P49790; Q9NWW5; P21964-2; Q8WXH2; O14832; Q7Z699; Q13148
P41159,O75031
P16220,O95994; P18846; P16220; Q92793; Q6UUV9; Q53ET0; P42858; O00470; O95644; Q13469; Q16649; Q96RG2; O75928-2; P78317; Q6SA08; P0C746; Q9DGW5; P03259-2; Q09472
O15524,Q8N668; Q15369; P04626; Q04206; Q99961; Q77YG1
P40967,P40967; P40967-2
Q06124,P10275; P32239; Q9BZW8; P20138; Q08345; P00533; P29317; P04626; Q8WU20; Q13480; Q9UQC2; P62993; P08069; P06213; P35568; P43628; P10721; P08581; O95297; Q15116; P09619; P16284; P49023; P49247; Q13049; P68105; Q71V39; P35570; P97710; Q6P1J9; Q13480; O75496; Q9UKI8
Q15633,P55265-1; P55265-5; P78563-4; Q9UKV8; Q9UPY3; Q9UPY3-1; P19525; Q96T60; O75569; Q96SI9; Q15633; Q15560; Q8N8B7; Q8N8B7-2; Q9HA38; Q9H898-2; Q9UL40; P0DTC9
O43524,P31749; Q92974; P30260; Q92793; P03372; Q92731; P85037; Q08050; P51610; P01106; P11309-1; Q96T60; P06400; P28749; Q96EB6; P84022; Q13485; O75529; P63104; Q60987; P63101
Q01518,Q2GHU2
Q01638,Q9BXN2; O95760; P07307-3; Q2HXU8-2; Q9UHP7-3; Q96BA8; Q8TDT2; O15529; Q8NI22; Q96PQ1; Q9H2H9; Q8WUV1; Q96EC8
Q9UBP5,A8MQ03; Q5TD97; P49639; O75031; P42858; Q07627; Q8IUC1; Q9BYR8; Q9BYR3; P26371; Q3LI64; Q3LI66; Q8IUC2; Q9NR12; Q93062; Q96EB6; Q13077; Q9BUZ4
P18754,Q9BV86; P62826; Q9H6Z4; P02281
P63146,Q96D03; Q7L7L0; Q9BSE4; Q9NS91; Q8IWV7
Q96HW7,O14964; Q9NV88; Q8N6Y0; Q8NF64-2; O14964; Q9UBR4-2; Q99687-3
Q9BY43,Q9H444; Q8WUM4; Q9BSW7; Q9H444; Q96HA8; P61970; Q9BSW7
Q96P20,P27797; P36957; P19525; Q7Z434; Q8TDX7; Q96P20; Q9ULZ3; Q80H93; P0DTC9; Q9ES74; Q8TDX7-1
Q9UNQ0,Q9UNQ0; P11309-2; P0CG48; Q9UNQ0-1
Q53H80,Q53H80; P52597; Q9BPX1; Q14696; Q8TDC0; Q96HA8; O60504; Q9NZD8
P14780,Q16819; Q16820; P14780; Q8IX30; P13611; Q9ZFS6
P17535,P61158; P05067; P15336; P18847; P17544; Q16520; Q9NR55; P01100; P15408; P53779; Q00987; O00255-2; P0C746; Q9DGW5
P27695,Q09472; Q16236; Q96EB6; O88846
P21333,Q8N264; O95067; P46108; O75369; Q12948; P51114; P62993; P08514-1; P05556; P05106; P26010; P26010-1; O14786; P35372; Q86SQ0; Q9BYB0; P07228; PRO_0000037548 [Q9WMX2]; PRO_0000037551 [Q9WMX2]; Q6UY14-3; P05067; Q14457; Q96IK1-2; Q9BSJ5; Q96NX5; Q8N5S9-2; Q6ZP82; Q8IUI8; P53672; A8MQ03; Q96D03; O00472; P07148; Q6P1L5; Q8TAK5; F2Z2M7; Q9Y4H4; Q9XRX5-2; P17066; Q9UBY9; P80217-2; Q9UKP3-2; Q8WZ19; Q8N5Z5; Q53G59; Q8TCE9; Q14693; Q8TD91-2; P02795; Q9NP98; Q9NQS3; Q9BRX2; Q8TCD6; Q9H8W4; O43741; Q09028; P57052; Q04864; Q6ZTI6; Q6ZTI6-2; Q8N488; O15127; P08195-4; Q96GM5; Q13573; Q9BXN6; P15884; P04637; Q9NX94; Q9BRX9; O95789-4; Q96E88
Q99523,Q96K78; P23560-2; Q6PL45-2; Q8TBE1; P26441; Q92520; Q9UJY5; P06280; P28799; P05231; P42702; P30533; P01138; PRO_0000019599 [P01138]; P04629; Q16288; Q8WY21; PRO_0000033162 [Q99523]; P02787; P01266; O95183; Q9UBQ0-2; P83714; P11151; Q9JLC4; P06882; P05067-4
Q6P1N0,Q9H444
Q99836,Q8NF50; Q13158; Q9UBN7; P51617; Q69FE3; Q9NWZ3; Q99836; Q96HA8; P78317; Q6SZW1; Q8IUQ4; P84022; O43791; Q6IQ16; Q9UGK3; P58753; O60603; O00206; O14836; P10599; Q93009; P13682; Q8YF33; PRO_0000278740 [Q03463]; Q99418; Q9NWZ3
Q12918,Q9UHP7-1
P11137,Q13951; P02649
Q9BQQ3,O00116; Q17RB8; P07196; Q12765; Q12765-2; Q9BUZ4
P00403,Q9NZ94-2; P49281-3
P35354,Q86V38
A5D8V6,Q4LEZ3; Q8NFV4-4; Q9NQ33; O95429; Q96CA5; Q6P1W5; Q53EZ4; O43186; Q15038; O75935-2; P35638; P35638-2; Q8WWB3; O00167-2; Q92567; A1KXE4-2; B7ZLH0; O94868-3; Q12951-2; Q96AE4-2; Q08379; Q13227; P62993; Q96CS2; A0A087WSW0; O14964; P52597; Q9BUJ2; Q12906-6; Q13351; Q7Z3Y8; Q14525; Q3LI76; Q3LI72; Q3LI70; Q3SYF9; Q3LI64; Q3LI66; Q8IUC3; Q14657; Q14847-2; Q8NDC0; Q8N6F8; Q96HA8; Q7Z3B4; Q7Z4N8; P55771; O75340; Q9UBV8; P55347; Q96I87; Q96KN3; O15496; Q58EX7; O15162; P52435; Q9H1A7; Q16633; P86480; P25788; Q9BTL3; Q93062; Q93062-3; Q6ZRY4; Q8HWS3; Q8N443; Q6NUQ1; Q9NQG5; Q01196-8; Q6FGM0; Q99961; Q8TEC5; O94875; O94875-10; O60504; Q99932-2; O75886; Q8IWL8; Q9Y6A5; Q7Z6R9; Q92734; Q9UBB9; Q01085-2; Q08117; Q08117-2; Q86WV8; Q99816; Q5T6F2; Q6NVU6; Q9NZC7-5; O00308; P98170; Q9BYJ9; Q9UDW3; Q9H0C1; G4XUV3
Q03135,P05067; P55957; P51636; Q6NZI2; O95810; Q969G5; P48730-2; P00533; P25116; P25445; P25445-1; P41134; Q12809; O75581; Q9GZQ8; Q07820; O15118; P19174; P18031; O00194; P63000; P20936; P22307; Q15208; P48995; Q16881; P52735; P52735-1; O70239; Q03160; P0DOE7
Q9UKA9,P35637; P43243; P98175; Q6ZRY4; P09012; Q7Z699
P19838,Q92887; O15111; P35606; P35222; Q13547; Q9NWT6; O14920; P41279; P19838; Q00653; P25963; Q15653; P46531; Q14690; Q8IZL8; Q8IV08; Q04206; Q01201; P23396; Q15025; Q8NFZ5; P10226; Q8NFZ5; P42858; P03372; O00255; O00255-2; Q04206; P10226
O95057,Q96KQ4; P52306-5; Q05BL1
P09543,P42858
Q12774,Q13137; Q9Y2V7; Q5JST6; Q7L775; P62993; O75031; Q96EW2; P25791-3; Q96KN4; Q8IYB1; Q9UJV3-2; Q9NRD5; Q58EX7; O15160; Q8ND83; Q9NVG8; P15884-3; P14373; Q9BYV2; P07947; Q9UGI0
P00973,P12814; O00471; Q96LA8; P14373; P12814; Q96RK4; Q9Y2V7; O00471; Q08379; Q96ED9-2; Q96T51-2; P14373
Q15109,Q15109; P05067; P23560-2; Q8WU43; Q96FZ5; O43889-2; O60610; P00533; P62993; P09429; Q8IW41; Q8N108-16; P16333; Q05513; P61586; P80511; P04271; P25815; P58753; Q5BVD1; P02766; Q01279
P13747,P30511
P38936,P78396; P20248; P24385; P30279; P30281; P24864; O96020; O75419; Q99741; P06493; O94921; P24941; Q00526; P11802; Q00535; Q00534; G5E9A7; P41091; O75460-2; P22607; Q0VDC6; Q9BVV2; Q08379; P06396; Q96ED9-2; Q9UKT9; Q0VD86; Q9BVG8-5; Q15323; Q9BYR8; Q9P2M1; Q9BRK4; Q6FHY5; Q9UHC7; Q5JR59-3; Q9BQ15; P12004; Q6FI35; P31321; Q04864-2; P49591; Q9UQR0-1; Q6ZSJ9; Q96FS4; P63208; Q13309; Q7Z699; P51692; P15884; Q8IYF3; Q9UBB9; P04637; Q13077; Q9BYV2; Q9UMX0; Q8N6Y0; Q9Y649; PRO_0000037566 [P27958]
O43490,Q9UBN7; Q8VHP6; Q9UBN7
Q30201,P61769; P02786; P02786
P09038,P29466; Q14512; P11362; P11362-7; P11362-14; P21802; P21802-1; P26022; P21802
Q14155,P22681; P60953-2; Q9Y2X7; Q5S007; P50222; P41227; Q13153; Q13177; P30153; P63000; Q14160; O60880-1; Q9BYB0; Q7Z6B7
Q8N8S7,Q14517; Q9NYB0; Q9UGI8
Q9NZR4,P46379-2
Q70E73,P00533; Q99962; Q99963; O35964
P62841,Q7L622; Q5S007; P62937
O60885,Q86YD7; P62993; Q6NYC1; P16333; Q04206; A6NLX3; Q15672; P03120; P04015; P06790; P17383; P10275; O60563; P50750; P62805; Q15672; P03120; P03122
P15882,Q8NFD2; Q9Y5R4; P28482; O43639
P09086,P35548
Q08AH1,Q96DZ9-2; P43356; Q5JR59-3; Q9H4L5
O76036,PRO_0000035863 [P27918]; P08670; Q08AM2; Q8NBD8; P56557
P35414,P30556; P29033; P41145
Q05516,Q9Y2J4; Q9H2G9; Q9H257-2; Q8TD31-3; Q8NHQ1; Q9Y2V7; Q9GZU7; P68104; Q5JST6; Q9NTX9; Q86YD7; Q5TD97; Q08379; A6NEM1; O95872; Q13547; P07686; P49639; Q00444; O75031; P42858; Q9BVG8-5; Q6A162; A0A0C4DGV4; O95751; Q6FHY5; Q9UJV3-2; Q5JR59-3; Q8WY64; Q8NI38; O00746; Q9H4L5; O43189; O75928-2; Q4G0R1; P29590; P29590-5; P31321; Q96QF0-7; Q04864-2; Q6NUQ1; Q9H788-2; Q9NYJ8; Q08117-2; Q13077; Q12933; Q9BUZ4; P19474; P36406; P14373; Q9BYV2; Q5W5X9-3; Q7KZS0; Q9NP79; Q05516; B2RXF5; Q9H707; Q6ZNG0; Q8N720; O35826; P09022
P10071,Q9UMX1; Q6ZWS8; P46684; Q62520; Q04741; Q9BZH6
Q13203,Q13464; Q8WZ42; A0A8C0NIR0
P22415,P22607; Q6FG41; P15407; P01112; Q92831; P28838; P57077-4; Q13573; Q12933; Q9UMX0; P22415
P29475,Q08AM6
Q8WY41,O60716-21
P25963,O15111; Q8N668; P35221; Q9H0I2; Q9UKB1; P25098; P34947; Q9NWT6; O14920; Q9Y6K9; Q14511; Q14511-2; P19838; Q00653; P25963; Q96HA1-2; O43242; Q04864; Q04206; Q04206-2; P23396; P56279; P0CG48; Q60680-2; Q9J0X9; P14340; PRO_0000037965 [P14340]; PRO_0000038062 [P21530]; Q9E7P0
